%date;mean temp;max temp;min temp;boden min temp;precip;rH;press;cloud;strahl
713647;   11.90;   14.40;    8.40;    5.60;    0.00;   74.00; 1002.30;    3.40;  358.00
713648;    6.70;   12.30;    5.50;    4.50;    0.00;   81.00; 1012.10;    5.80;  204.00
713649;    7.00;   10.20;    1.90;   -1.50;    0.20;   91.00; 1012.10;    3.00;  342.00
713650;    8.30;   10.90;    3.40;    0.60;    0.10;   84.00; 1005.90;    6.40;  322.00
713651;   11.20;   15.40;    8.50;    5.30;    0.00;   71.00; 1005.60;    2.20;  322.00
713652;    8.10;   10.20;    6.90;    2.80;    0.00;   82.00;713655.00;    3.90;    7.50
713653;    4.90;    0.00;   89.00; 1019.50;    7.40;  164.00;     NaN;     NaN;     NaN
713654;    0.60;    1.70;   -0.10;    0.40;    0.00;   99.00; 1016.40;    8.00;   56.00
713655;    3.80;    7.00;    0.30;   -0.10;    0.00;   91.00; 1010.80;    4.20;  241.00
713656;    0.40;    2.90;   -2.00;   -4.50;    0.10;   98.00; 1012.70;    3.40;  297.00
713657;    3.00;    4.30;   -1.10;   -2.40;    9.40;   98.00; 1013.40;    8.00;   96.00
713658;    3.80;    5.60;    2.90;    3.40;    0.40;  100.00; 1017.50;    8.00;   20.00
713659;    4.40;    5.20;    2.80;    2.30;    0.10;  100.00; 1018.80;    8.00;   48.00
713660;    4.00;    5.40;    3.40;    3.20;    0.00;   97.00; 1017.60;    8.00;  129.00
713661;   -0.20;    4.40;   -1.60;   -3.20;    0.00;   83.00; 1013.20;    0.80;  306.00
713662;   -0.60;    2.30;   -3.20;   -5.30;    0.00;   88.00; 1012.10;    4.80;  260.00
713663;   -1.20;    1.90;   -2.10;   -2.90;    0.00;   92.00; 1015.20;    7.00;  159.00
713664;   -1.70;    1.20;   -3.30;   -3.70;    0.00;   74.00; 1014.50;    5.00;  196.00
713665;   -3.80;   -1.20;   -6.60;   -9.10;    0.00;   78.00; 1010.40;    3.20;  257.00
713666;   -1.20;    1.50;   -3.70;   -9.20;    0.00;   77.00; 1003.60;    7.80;  203.00
713667;   -2.20;   -1.00;   -3.90;   -6.40;    0.00;   88.00; 1007.60;    8.00;   52.00
713668;    0.00;    0.80;   -1.70;   -2.50;    0.00;   90.00; 1013.20;    8.00;   72.00
713669;   -1.00;    0.50;   -1.80;   -1.90;    0.00;   86.00; 1013.80;    5.40;   68.00
713670;    0.10;    0.90;   -2.20;   -6.80;    0.00;   87.00; 1009.60;    7.80;  104.00
713671;    2.60;    3.60;    0.50;   -0.50;    0.00;  100.00; 1007.60;    7.80;   80.00
713672;    1.10;    4.30;   -0.60;   -3.50;    0.00;   97.00; 1005.60;    5.80;  245.00
713673;    1.10;    1.90;   -2.00;   -4.40;    4.00;  100.00; 1007.20;    8.00;  108.00
713674;    3.20;    6.40;    0.20;   -1.00;    6.20;   90.00;  995.40;    5.60;  110.00
713675;    3.20;    3.90;    2.70;    0.50;    1.30;   97.00;  998.40;    7.80;   56.00
713676;    1.20;    3.00;    0.70;   -1.20;    0.00;   84.00; 1001.80;    7.80;  155.00
713677;   -1.20;    1.60;   -2.20;   -6.50;    0.10;   87.00; 1011.80;    5.60;  244.00
713678;   -3.50;    0.10;   -5.30;  -10.40;    0.00;   85.00; 1013.90;    5.00;  171.00
713679;   -4.20;   -2.10;   -7.50;  -12.50;    0.00;   93.00; 1019.50;    7.00;  157.00
713680;   -2.70;   -2.10;   -5.20;   -7.50;    2.60;   86.00; 1017.50;    8.00;  104.00
713681;   -0.60;    0.50;   -2.50;   -3.70;    2.90;   94.00;  990.40;    8.00;  124.00
713682;   -1.90;   -0.40;   -2.80;   -2.30;    2.50;   96.00; 1000.30;    8.00;  175.00
713683;   -7.00;   -2.00;   -8.40;  -17.10;    0.00;   84.00; 1012.00;    2.60;  367.00
713684;   -9.90;   -7.50;  -11.60;  -15.10;    0.00;   86.00; 1002.40;    4.20;  302.00
713685;   -8.80;   -7.60;  -10.70;  -14.00;    0.00;   88.00; 1000.60;    8.00;  109.00
713686;   -4.40;   -0.50;   -8.80;   -8.60;    0.60;   96.00; 1010.30;    5.40;  100.00
713687;   -2.00;    0.30;   -8.80;  -16.30;    7.70;   93.00;  999.90;    5.80;  102.00
713688;   -4.60;   -0.80;   -6.50;   -6.60;    0.00;   81.00;  992.40;    6.40;  408.00
713689;   -4.90;   -0.70;   -6.80;  -16.20;    2.00;   85.00;  994.40;    4.20;  388.00
713690;    0.50;    3.20;   -7.20;  -13.80;    4.20;   98.00;  997.40;    8.00;   60.00
713691;    3.00;    3.80;    1.80;   -0.60;    1.70;   81.00;  997.00;    7.40;  192.00
713692;    2.40;    4.40;    0.50;   -1.90;    0.10;   78.00;  984.90;    7.80;  264.00
713693;    5.00;    7.70;    0.80;   -2.70;    8.70;   95.00;  984.20;    8.00;  141.00
713694;    6.30;    7.40;    2.90;    1.40;    0.00;   65.00;  990.30;    7.40;  183.00
713695;    2.50;    6.00;    0.40;    1.10;    1.70;   84.00;  998.70;    7.40;  141.00
713696;    1.40;    3.90;   -1.60;   -4.70;    0.90;   88.00; 1013.70;    3.80;  310.00
713697;    3.10;    4.40;    1.30;   -1.20;    1.30;   82.00; 1008.50;    8.00;  176.00
713698;    5.40;    8.30;    2.10;    0.60;    2.00;   87.00;  991.40;    7.80;  109.00
713699;    1.60;    4.50;    0.70;   -1.50;    0.20;   69.00;  999.10;    5.40;  502.00
713700;   -2.40;    0.80;   -5.00;   -2.90;    0.00;   87.00; 1015.60;    7.40;   64.00
713701;   -5.40;   -3.50;  -10.60;  -12.90;    1.50;   84.00; 1025.60;    4.60;  349.00
713702;   -7.80;   -3.50;  -10.40;  -10.80;    0.00;   83.00; 1022.50;    3.00;  424.00
713703;   -8.90;   -3.90;  -11.60;  -17.40;    0.10;   85.00; 1013.50;    5.40;  317.00
713704;  -14.80;  -11.10;  -16.50;  -18.40;    0.00;   74.00; 1014.20;    0.00;  514.00
713705;  -13.20;   -7.60;  -15.90;  -21.20;    0.00;   68.00; 1013.80;    0.00;  611.00
713706;  -10.60;   -5.10;  -17.90;  -20.10;    0.00;   67.00; 1004.50;    0.60;  611.00
713707;   -8.30;   -5.00;  -11.40;  -15.90;    0.00;   68.00; 1001.20;    3.40;  607.00
713708;  -13.20;   -9.80;  -15.40;  -18.80;    0.00;   65.00; 1007.80;    0.60;  527.00
713709;  -16.80;  -12.40;  -19.30;  -23.20;    0.00;   73.00; 1014.00;    0.20;  538.00
713710;  -14.80;  -11.20;  -20.00;  -23.80;    0.00;   59.00; 1016.40;    1.40;  623.00
713711;  -11.40;   -7.70;  -16.70;  -19.40;    0.00;   60.00; 1015.20;    0.00;  655.00
713712;   -9.00;   -6.10;  -13.10;  -17.60;    0.00;   77.00; 1017.00;    2.40;  513.00
713713;   -7.80;   -3.20;  -11.30;  -16.70;    0.00;   74.00; 1019.30;    2.60;  603.00
713714;   -7.80;   -2.40;  -14.40;  -16.70;    0.00;   67.00; 1014.40;    5.60;  680.00
713715;   -4.80;   -0.30;   -7.20;  -12.10;    0.00;   77.00; 1006.80;    6.20;  570.00
713716;   -8.20;   -2.70;  -12.20;  -14.30;    0.00;   72.00;  999.30;    0.00;  729.00
713717;   -9.90;   -7.50;  -15.00;  -17.00;    0.00;   81.00;  990.60;    3.80;  551.00
713718;   -1.20;    0.40;   -8.70;  -11.30;    0.10;   82.00;  990.60;    7.40;  150.00
713719;   -2.60;   -0.70;   -3.90;   -6.00;    0.10;   82.00;  992.60;    8.00;  326.00
713720;   -3.10;   -0.30;   -4.00;   -6.00;    0.00;   84.00;  993.80;    7.40;  293.00
713721;   -5.30;   -3.40;   -5.90;   -6.10;    0.00;   91.00; 1000.10;    5.40;  257.00
713722;   -0.70;    5.10;   -7.20;   -9.10;    0.00;   84.00;  996.40;    5.00;  571.00
713723;   -0.10;    1.20;   -4.10;   -5.50;    0.00;   94.00;  997.00;    8.00;  154.00
713724;   -0.80;    0.70;   -1.70;   -1.20;    0.20;   88.00; 1002.20;    8.00;  116.00
713725;   -5.50;   -1.60;   -6.70;   -5.00;    1.60;   84.00; 1008.10;    8.00;  208.00
713726;   -9.80;   -4.20;  -12.20;  -14.30;    0.00;   73.00; 1013.90;    4.60;  835.00
713727;   -9.20;   -4.90;  -13.30;  -15.30;    0.00;   76.00; 1009.50;    7.20;  854.00
713728;   -9.30;   -4.40;  -12.10;  -13.80;    0.00;   66.00; 1005.50;    4.80;  822.00
713729;  -10.80;   -5.10;  -15.20;  -16.50;    0.00;   63.00; 1011.10;    0.00;  917.00
713730;  -11.10;   -4.00;  -16.80;  -18.70;    0.00;   60.00; 1017.80;    0.00; 1039.00
713731;   -9.90;   -3.30;  -17.00;  -18.90;    0.00;   57.00; 1019.00;    3.00;  975.00
713732;   -8.10;   -1.80;  -15.00;  -16.90;    0.00;   63.00; 1014.50;    0.60; 1039.00
713733;   -3.80;    2.70;  -12.60;  -14.10;    0.00;   65.00; 1005.20;    7.00;  884.00
713734;    2.90;    8.20;   -4.80;   -7.50;    1.20;   76.00;  995.20;    5.80;  579.00
713735;    3.30;    5.80;    2.00;    1.20;    2.60;   85.00;  984.90;    5.00;  284.00
713736;    3.10;    7.40;    0.50;   -1.70;    1.50;   87.00;  987.30;    8.00;  532.00
713737;    2.70;    5.80;    0.30;   -1.90;    0.30;   79.00;  990.30;    4.00;  521.00
713738;    2.20;    5.70;    0.50;   -2.10;    1.00;   75.00;  989.90;    5.60;  561.00
713739;    2.10;    5.80;   -3.50;   -6.10;    0.00;   66.00;  991.80;    5.80;  985.00
713740;    5.80;   12.20;    3.00;    1.40;    0.00;   64.00;  980.80;    4.00; 1038.00
713741;    5.20;   10.60;    0.30;   -1.10;    0.00;   73.00;  974.30;    6.20;  436.00
713742;    3.10;    9.30;    0.40;   -1.30;    0.00;   80.00;  978.10;    5.60;  644.00
713743;    3.00;    5.10;   -0.40;   -3.80;    0.00;   81.00;  992.40;    8.00;  257.00
713744;    4.10;    9.90;   -1.20;   -3.30;    0.00;   64.00;  997.80;    2.60; 1182.00
713745;    5.40;   12.10;    0.20;   -1.90;    0.00;   52.00;  997.30;    2.60; 1245.00
713746;    3.30;   11.90;   -1.70;   -3.60;    0.00;   78.00; 1002.60;    0.00; 1302.00
713747;    2.80;    9.00;   -0.90;   -2.50;    0.00;   83.00; 1005.90;    5.80;  991.00
713748;    1.40;    6.50;   -1.10;   -2.10;    0.00;   94.00; 1007.90;    5.40;  804.00
713749;   -0.40;    1.00;   -0.90;   -1.00;    0.00;   96.00; 1008.70;    8.00;  164.00
713750;    0.60;    2.20;   -0.60;   -0.80;    0.00;   89.00; 1012.70;    8.00;  257.00
713751;    1.20;    4.40;   -0.30;   -0.50;    0.00;   84.00; 1009.20;    8.00;  451.00
713752;    0.80;    2.40;   -0.40;   -0.60;    0.00;   92.00; 1006.30;    8.00;  277.00
713753;    0.00;    0.80;   -1.10;   -1.20;    0.00;   98.00; 1006.70;    8.00;  232.00
713754;   -0.20;    1.60;   -1.60;   -1.90;    0.10;   87.00; 1006.30;    8.00;  224.00
713755;    1.20;    7.20;   -0.70;   -1.00;    0.00;   85.00; 1001.80;    2.60;  828.00
713756;    0.20;    1.70;   -2.20;   -6.20;    0.00;   81.00; 1008.20;    8.00;  310.00
713757;    3.20;    8.50;   -0.50;   -0.90;    0.00;   64.00; 1006.00;    4.60; 1382.00
713758;    7.60;   14.50;   -1.30;   -3.40;    0.00;   74.00; 1008.20;    5.40; 1077.00
713759;   10.80;   17.50;    3.50;   -1.70;    0.00;   66.00; 1005.70;    2.60; 1416.00
713760;    9.10;   16.80;    2.80;   -0.10;    0.00;   62.00;  996.60;    0.20; 1669.00
713761;    6.20;   12.80;    0.40;   -3.60;    0.00;   63.00;  992.00;    3.00; 1460.00
713762;    3.80;    6.30;    2.90;   -1.80;    3.00;   71.00; 1001.40;    7.80;  323.00
713763;    5.60;    7.50;    2.10;    1.50;   10.30;   98.00;  995.60;    8.00;  264.00
713764;    3.60;    9.20;    0.10;   -0.10;    0.30;   85.00; 1003.10;    7.40;  840.00
713765;    3.70;    6.60;    0.30;   -1.80;    0.40;   90.00; 1001.40;    7.20;  747.00
713766;    5.50;    9.90;    2.60;    0.00;    0.10;   83.00; 1001.50;    8.00; 1101.00
713767;    6.40;   10.50;    1.30;   -0.70;    1.00;   92.00;  998.20;    8.00;  611.00
713768;    9.90;   14.60;    5.90;    1.70;    5.70;   83.00;  997.40;    8.00; 1101.00
713769;    8.20;   15.00;    5.40;    3.40;    1.30;   67.00;  995.20;    5.40; 1273.00
713770;    5.30;   10.70;    2.90;    0.70;    3.60;   82.00;  999.50;    7.40;  651.00
713771;    8.00;   12.80;    4.30;    0.50;    6.50;   86.00;  999.50;    8.00;  487.00
713772;   11.20;   13.10;    6.30;    5.40;    4.10;   93.00;  998.60;    8.00;  232.00
713773;    6.60;   11.20;    4.60;    3.90;    0.00;   68.00; 1004.90;    7.80; 1090.00
713774;    6.00;    9.40;    4.00;    3.20;    0.20;   74.00; 1006.20;    5.80;  716.00
713775;    5.90;   10.00;    2.20;   -1.90;    0.10;   69.00; 1013.40;    7.80;  761.00
713776;    5.80;   10.40;    0.00;   -3.40;    0.00;   72.00; 1017.80;    3.40; 1326.00
713777;    3.70;    7.40;    0.10;   -1.70;    0.00;   54.00; 1020.50;    6.40; 1737.00
713778;    3.10;    9.20;   -2.70;   -7.00;    0.00;   51.00; 1019.70;    0.80; 2168.00
713779;    3.50;   10.20;   -2.10;   -7.00;    0.00;   63.00; 1015.50;    5.80; 1725.00
713780;    6.70;   11.10;   -1.20;   -5.30;    0.40;   57.00; 1008.10;    5.40; 1569.00
713781;    5.80;   11.60;    2.10;   -0.10;    0.30;   70.00; 1006.80;    7.20; 1400.00
713782;    6.40;   10.50;    3.50;    1.80;   10.00;   74.00; 1004.70;    7.80; 1154.00
713783;    4.10;    8.80;    2.40;    3.50;    6.20;   82.00;  994.40;    7.00;  933.00
713784;    3.30;    7.80;    1.40;    0.50;    1.00;   71.00; 1007.40;    7.20; 1366.00
713785;    4.20;    7.20;    1.20;    1.00;    0.00;   69.00; 1013.80;    7.80;  946.00
713786;    5.80;   11.50;   -0.50;   -4.00;    3.40;   58.00; 1012.00;    6.60; 1927.00
713787;    4.20;    8.80;    1.40;    1.20;    0.60;   79.00; 1004.00;    8.00;  874.00
713788;    5.50;    8.70;    2.80;    2.70;    0.30;   93.00; 1004.60;    8.00;  415.00
713789;    8.10;   12.90;    3.60;    3.70;    0.00;   72.00; 1005.20;    7.80;  986.00
713790;    6.00;   13.30;    0.90;   -1.10;    0.00;   54.00; 1008.70;    3.40; 2381.00
713791;    6.80;   12.60;   -0.60;   -4.40;    0.00;   42.00; 1009.60;    0.80; 2459.00
713792;    8.60;   16.30;    2.50;   -2.80;    0.00;   45.00; 1006.80;    3.40; 2054.00
713793;    8.40;   14.00;   -0.70;   -5.60;    0.00;   40.00; 1005.90;    8.00; 2439.00
713794;    5.30;   10.80;    1.10;   -4.00;    0.00;   44.00; 1007.10;    1.60; 2241.00
713795;    7.80;   13.00;   -0.20;   -4.40;    0.00;   43.00; 1005.30;    6.40; 1718.00
713796;    8.00;   14.50;    1.80;   -2.10;    0.00;   54.00; 1006.80;    4.00; 1634.00
713797;    8.10;   14.70;    0.60;   -3.90;    0.00;   57.00; 1003.20;    0.20; 2403.00
713798;   11.20;   17.10;    2.80;   -2.60;    0.00;   48.00;  997.40;    2.60; 2097.00
713799;   13.20;   19.90;    5.80;    1.80;    0.00;   51.00;  996.20;    1.40; 2235.00
713800;   15.40;   22.20;    5.00;    2.90;    1.50;   54.00;  991.00;    8.00; 1772.00
713801;   11.50;   16.00;    7.30;    5.70;    0.10;   65.00;  992.50;    7.40; 1442.00
713802;   10.50;   14.00;    7.90;    8.30;    0.00;   73.00;  992.90;    7.80;  986.00
713803;   12.30;   17.80;    6.90;    1.80;    0.00;   62.00; 1004.70;    6.20; 1847.00
713804;   12.90;   17.60;    7.80;    1.60;    0.00;   60.00; 1003.90;    7.80;  994.00
713805;   10.20;   13.30;    8.80;    8.10;    0.00;   65.00; 1007.50;    8.00;  824.00
713806;   12.60;   18.10;    8.20;    7.50;    0.00;   68.00; 1009.40;    6.20; 1486.00
713807;   16.90;   26.30;    6.40;    4.60;    0.00;   59.00; 1007.80;    1.60; 2477.00
713808;   17.00;   25.60;    9.50;    6.90;    0.00;   59.00; 1009.10;    4.80; 2175.00
713809;   16.80;   25.30;    8.40;    5.00;    0.00;   50.00; 1009.90;    0.60; 2558.00
713810;   14.40;   22.60;    6.90;    1.00;    0.00;   42.00; 1011.80;    1.00; 2749.00
713811;    9.80;   15.30;    4.00;   -0.90;    0.00;   47.00; 1013.60;    2.40; 2830.00
713812;    9.40;   15.90;    1.20;   -4.50;    0.00;   46.00; 1010.90;    2.60; 2704.00
713813;   13.00;   19.60;    4.10;   -2.20;    0.00;   39.00; 1003.00;    3.00; 2480.00
713814;   14.60;   22.00;    7.10;    3.70;    0.00;   36.00;  998.40;    0.80; 2652.00
713815;   16.60;   21.10;    7.90;    4.70;    1.40;   53.00;  992.60;    7.40; 1521.00
713816;   14.00;   17.90;   10.30;   11.10;    1.70;   71.00;  995.60;    7.80;  724.00
713817;   10.80;   16.40;    5.40;    2.50;    0.00;   64.00; 1000.60;    6.60; 2075.00
713818;    9.60;   12.50;    3.90;    0.70;    0.00;   66.00;  999.80;    5.80; 1168.00
713819;    9.60;   14.10;    7.20;    5.30;    0.00;   66.00;  999.40;    6.20;  990.00
713820;   12.80;   18.40;    3.70;   -0.80;    0.10;   55.00; 1002.60;    5.80; 2247.00
713821;   15.60;   22.80;    7.90;    2.50;    0.00;   49.00; 1001.20;    2.60; 2442.00
713822;   16.80;   23.90;    9.80;    6.10;    0.00;   51.00; 1003.20;    7.20; 1935.00
713823;   18.40;   25.50;   10.20;    5.10;    0.00;   47.00; 1010.30;    1.80; 2185.00
713824;   18.70;   27.10;   10.90;    7.90;    0.00;   52.00; 1012.80;    1.60; 2528.00
713825;   19.80;   26.00;   11.10;    5.50;    0.00;   48.00; 1011.60;    3.40; 2680.00
713826;   20.00;   27.90;   11.20;    6.80;    0.00;   44.00; 1008.30;    1.40; 2525.00
713827;   20.60;   28.00;   11.20;    6.10;    0.00;   42.00; 1004.40;    3.40; 2755.00
713828;   13.90;   20.80;   12.50;   10.10;   21.00;   85.00; 1002.60;    7.40; 1044.00
713829;   15.30;   21.40;    9.20;    7.60;    0.90;   68.00;  999.50;    5.80; 1888.00
713830;   13.30;   18.90;   11.10;    7.30;    4.40;   90.00;  997.80;    7.40;  999.00
713831;   15.50;   20.50;   10.70;    7.50;    3.10;   82.00; 1002.00;    8.00; 1409.00
713832;   16.50;   22.80;    9.90;    8.90;    0.00;   60.00; 1006.70;    3.80; 2438.00
713833;   16.20;   22.80;   10.70;    8.60;    0.00;   55.00; 1006.60;    1.40; 2800.00
713834;   17.00;   23.50;   10.10;    5.60;    0.00;   42.00; 1002.60;    0.00; 2988.00
713835;   18.40;   26.20;   10.50;    6.80;    0.00;   52.00;  994.40;    1.00; 2841.00
713836;   12.10;   16.10;   11.00;   11.30;    4.70;   92.00;  996.00;    8.00;  264.00
713837;   17.50;   24.10;    8.80;    5.60;    0.00;   57.00;  997.10;    2.40; 2376.00
713838;   19.00;   29.40;   12.40;   10.90;    5.10;   63.00;  993.70;    7.40; 2151.00
713839;   16.40;   20.00;   13.70;   13.60;    2.40;   81.00;  996.80;    7.20; 1102.00
713840;   16.00;   23.50;   12.30;    9.50;    4.80;   68.00; 1000.60;    7.20; 1908.00
713841;   17.20;   22.60;    9.50;    7.10;    0.00;   59.00; 1004.90;    4.80; 2458.00
713842;   17.40;   21.50;   14.50;   12.70;    0.20;   70.00; 1001.20;    6.60; 1127.00
713843;   16.40;   23.20;   12.70;   10.60;    0.00;   73.00; 1005.70;    4.60; 1696.00
713844;   13.00;   17.60;    9.90;    8.00;    0.00;   66.00; 1013.10;    3.40; 2210.00
713845;   18.40;   24.40;    9.50;    4.90;    0.00;   51.00; 1011.30;    7.00; 2568.00
713846;   21.00;   27.30;   15.30;   12.00;    0.00;   55.00; 1010.80;    4.80; 2276.00
713847;   20.50;   26.10;   15.70;   15.00;    0.00;   61.00; 1011.60;    4.80; 1863.00
713848;   24.00;   30.80;   15.30;   13.40;    0.00;   54.00; 1008.10;    0.80; 2598.00
713849;   26.20;   34.10;   18.40;   16.50;    0.00;   53.00; 1003.80;    4.20; 2366.00
713850;   23.20;   33.90;   18.20;   16.70;    8.90;   68.00; 1001.80;    5.40; 1762.00
713851;   19.00;   24.60;   16.60;   15.60;    0.00;   72.00; 1005.30;    5.80; 1737.00
713852;   18.40;   22.50;   12.80;   10.40;    0.00;   66.00; 1004.30;    7.80; 1717.00
713853;   16.70;   22.10;   11.70;    9.80;    0.00;   55.00; 1003.60;    3.00; 2580.00
713854;   20.20;   26.30;   13.80;   10.10;    2.50;   53.00;  998.00;    8.00; 1757.00
713855;   17.30;   21.00;   12.70;   12.40;    2.50;   77.00;  994.80;    8.00;  484.00
713856;   14.60;   19.70;   11.30;   11.40;    0.50;   74.00;  995.10;    5.00; 1244.00
713857;   15.20;   20.90;    9.30;    6.80;    0.00;   55.00; 1000.20;    2.40; 2420.00
713858;   13.80;   16.40;    9.70;    7.80;    0.00;   73.00; 1007.40;    7.80; 1116.00
713859;   15.40;   21.10;   10.30;    6.90;    0.00;   62.00; 1010.80;    1.60; 2238.00
713860;   15.00;   18.80;   11.20;    7.00;    9.90;   72.00; 1002.00;    8.00;  673.00
713861;   15.40;   20.60;   11.40;   11.50;    0.50;   73.00;  997.00;    7.40; 1838.00
713862;   16.80;   20.90;   11.30;    9.40;    0.00;   71.00;  996.40;    6.20; 1548.00
713863;   18.60;   22.80;   13.70;   11.10;    1.30;   57.00;  994.80;    7.00; 1614.00
713864;   13.60;   18.80;   12.50;   11.30;    2.90;   83.00; 1000.10;    5.60; 1458.00
713865;   14.10;   20.60;    8.60;    6.70;    0.00;   66.00; 1001.10;    3.40; 1966.00
713866;   15.50;   20.50;    9.60;    6.60;    0.10;   64.00; 1004.50;    7.40; 1566.00
713867;   12.90;   15.30;   11.70;   11.00;   18.90;   87.00; 1005.30;    8.00;  301.00
713868;   16.00;   18.10;   12.40;   11.20;    0.10;   85.00; 1002.20;    8.00;  784.00
713869;   16.80;   19.00;   15.40;   15.50;    0.70;   93.00;  995.00;    8.00;  569.00
713870;   14.70;   16.70;   13.20;   15.20;   34.60;   97.00;  990.50;    8.00;  325.00
713871;   14.60;   15.00;   13.00;   13.20;   12.10;   98.00;  990.00;    8.00;  309.00
713872;   17.40;   23.20;   14.00;   14.10;    2.20;   78.00;  996.90;    7.20; 1611.00
713873;   16.10;   23.10;   12.30;   12.00;    2.60;   75.00;  999.90;    6.60; 1900.00
713874;   13.90;   19.40;   11.20;   12.00;    1.10;   73.00;  999.80;    6.60; 1570.00
713875;   13.00;   18.00;    9.80;    8.50;    2.60;   77.00;  999.20;    7.40; 1894.00
713876;   14.30;   15.30;   11.00;    9.40;   11.80;   90.00;  990.90;    7.80;  672.00
713877;   16.10;   20.10;   13.30;   13.10;    1.80;   80.00;  981.60;    6.60; 1244.00
713878;   14.10;   16.30;   12.80;   12.90;    4.20;   94.00;  996.10;    7.80;  375.00
713879;   14.00;   18.90;   11.20;   10.60;    0.00;   76.00; 1009.90;    7.80; 1385.00
713880;   15.90;   22.60;   13.70;   13.20;    1.50;   81.00; 1004.70;    6.40; 1340.00
713881;   15.00;   20.10;   11.00;    9.30;    0.00;   69.00; 1003.40;    4.80; 2146.00
713882;   13.80;   19.40;    8.80;    6.50;    0.00;   79.00; 1005.80;    1.80; 1775.00
713883;   15.40;   19.30;    9.50;    5.90;    2.50;   85.00; 1008.80;    7.00; 1195.00
713884;   18.50;   23.60;   15.10;   14.80;    8.30;   82.00; 1003.40;    8.00; 1341.00
713885;   15.90;   18.50;   15.20;   15.50;   15.20;   92.00;  989.00;    7.00;  561.00
713886;   16.50;   22.80;   13.20;   12.20;    4.80;   80.00;  990.00;    6.60; 1871.00
713887;   15.20;   20.90;   11.70;    9.90;    0.90;   72.00;  991.80;    5.40; 1769.00
713888;   14.70;   18.50;   10.90;    8.70;    4.00;   71.00;  991.10;    4.60; 1140.00
713889;   13.20;   19.80;   10.70;    8.70;    0.20;   87.00;  996.10;    5.60; 1530.00
713890;   14.50;   19.00;    9.70;    7.40;    0.00;   73.00; 1000.10;    7.20; 1745.00
713891;   14.80;   19.90;   10.00;    6.80;    0.00;   71.00; 1003.40;    5.60; 1463.00
713892;   19.40;   24.60;   12.00;    8.00;    0.00;   63.00; 1004.60;    4.80; 1892.00
713893;   23.60;   30.70;   14.70;    8.20;    0.00;   60.00; 1001.40;    3.20; 2461.00
713894;   21.80;   26.70;   17.80;   14.70;    0.00;   71.00;  996.90;    7.00; 1619.00
713895;   20.40;   26.30;   15.90;   12.90;    0.00;   74.00;  998.80;    4.60; 2268.00
713896;   24.40;   31.50;   15.50;   14.00;    1.30;   59.00;  995.00;    4.00; 2268.00
713897;   16.40;   24.30;   14.50;   17.10;    3.80;   81.00;  995.10;    6.20;  798.00
713898;   17.40;   22.60;   12.10;   10.00;    1.70;   70.00;  993.50;    6.20; 1717.00
713899;   15.20;   18.70;   13.30;   12.90;    1.00;   95.00;  988.00;    7.80;  705.00
713900;   15.40;   20.00;   13.80;   13.70;    0.00;   69.00;  989.00;    6.60; 1130.00
713901;   13.40;   16.80;   12.20;   10.80;    6.10;   86.00;  993.50;    6.60;  856.00
713902;   16.30;   20.30;   11.40;    9.60;    0.10;   68.00;  996.50;    6.20; 1795.00
713903;   16.80;   22.70;   14.00;   12.10;    1.60;   82.00;  995.50;    7.00; 1107.00
713904;   18.20;   22.90;   14.00;   10.70;    8.90;   84.00;  993.80;    7.40; 1136.00
713905;   16.00;   22.60;   12.90;   15.70;    0.10;   80.00;  990.10;    7.40; 1684.00
713906;   14.90;   20.00;   10.90;   10.90;    0.10;   80.00; 1002.00;    5.00; 1318.00
713907;   14.60;   20.10;   10.10;    6.70;    0.10;   80.00; 1007.70;    4.80; 1321.00
713908;   17.40;   22.10;   10.90;    7.90;    0.00;   69.00; 1005.10;    5.40; 1662.00
713909;   15.00;   21.60;   13.80;   10.90;    8.20;   90.00;  999.90;    6.40;  776.00
713910;   16.00;   21.00;   12.40;   10.10;    1.80;   81.00; 1003.90;    7.40; 1398.00
713911;   15.30;   16.10;   13.80;   11.90;   10.30;   86.00; 1001.60;    8.00;  341.00
713912;   16.30;   23.30;   12.30;   12.10;   50.20;   86.00;  993.70;    8.00; 1148.00
713913;   12.80;   15.00;   11.50;   12.70;   39.50;   97.00;  990.60;    8.00;  215.00
713914;   14.20;   20.00;   10.00;    8.60;    1.30;   76.00;  995.30;    4.80; 1692.00
713915;   15.90;   23.20;   10.50;    7.40;    0.30;   79.00;  998.90;    4.20; 1627.00
713916;   17.30;   23.80;   12.60;    8.90;    0.00;   76.00; 1006.60;    4.20; 1676.00
713917;   17.00;   23.20;   11.30;    7.20;    0.00;   74.00; 1009.20;    4.20; 1847.00
713918;   17.60;   23.80;   12.70;    8.40;    1.30;   62.00; 1008.50;    1.00; 1962.00
713919;   14.70;   19.20;   12.70;   10.00;    0.70;   76.00; 1009.30;    7.20; 1713.00
713920;   16.40;   20.30;   13.20;   11.30;    0.00;   79.00; 1005.30;    5.40;  799.00
713921;   17.10;   22.10;   11.70;    9.80;    0.00;   75.00; 1008.20;    4.20; 1912.00
713922;   21.00;   27.20;   16.50;   16.30;    0.00;   73.00; 1009.10;    3.20; 1465.00
713923;   22.60;   31.30;   14.50;   12.40;    0.00;   70.00; 1007.80;    0.60; 1894.00
