%date;mean temp;max temp;min temp;boden min temp;precip;rH;press;cloud;strahl
691406;  -15.20;  -12.60;  -17.80;    0.00;    0.00;   80.00; 1009.80;    1.40;    0.00
691407;  -11.20;   -6.90;  -15.80;    0.00;    0.00;   79.00; 1004.10;    1.40;    0.00
691408;   -5.50;   -3.80;  -12.80;    0.00;    0.60;   84.00;  995.70;    7.40;    0.00
691409;   -4.60;   -3.00;   -8.00;    0.00;    0.10;   88.00;  995.20;    8.00;    0.00
691410;  -11.50;   -4.00;  -15.30;    0.00;    0.00;   84.00; 1003.90;    2.60;    0.00
691411;  -12.60;  -10.70;  -18.30;    0.00;    0.00;   86.00; 1006.80;    4.60;    0.00
691412;   -8.10;   -5.90;  -12.00;    0.00;    6.20;   93.00;  995.20;    7.80;    0.00
691413;  -11.00;   -3.40;  -15.70;    0.00;    0.70;   90.00;  989.10;    5.40;    0.00
691414;  -14.60;  -11.70;  -19.50;    0.00;    0.30;   88.00; 1005.70;    6.60;    0.00
691415;  -11.10;   -7.50;  -16.40;    0.00;    5.10;   91.00; 1000.80;    8.00;    0.00
691416;  -17.50;   -7.70;  -21.80;    0.00;    0.10;   85.00; 1002.60;    4.00;    0.00
691417;  -19.20;  -15.10;  -24.30;    0.00;    0.10;   84.00; 1014.60;    4.60;    0.00
691418;  -18.40;  -16.00;  -25.70;    0.00;    0.00;   83.00; 1021.10;    1.00;    0.00
691419;   -7.80;   -3.60;  -18.80;    0.00;    2.60;   84.00; 1008.70;    5.40;    0.00
691420;   -4.00;   -0.90;   -5.70;    0.00;    0.40;   83.00;  996.60;    4.60;    0.00
691421;   -7.20;   -5.00;   -9.20;    0.00;    0.00;   86.00; 1000.80;    7.20;    0.00
691422;  -10.40;   -5.40;  -14.70;    0.00;    0.00;   84.00; 1000.90;    2.20;    0.00
691423;   -3.40;    1.20;  -16.90;    0.00;    4.00;   94.00; 1001.90;    7.20;    0.00
691424;    2.10;    2.50;    1.10;    0.00;    0.70;   92.00; 1002.00;    7.20;    0.00
691425;   -0.60;    2.20;   -2.40;    0.00;    0.00;   89.00; 1007.00;    4.80;    0.00
691426;    0.00;    2.30;   -6.30;    0.00;    0.00;   80.00; 1007.30;    6.40;    0.00
691427;   -2.70;    1.30;   -5.00;    0.00;    0.00;   81.00; 1008.70;    2.60;    0.00
691428;   -3.60;    0.70;   -8.50;    0.00;    0.00;   79.00; 1004.70;    0.20;    0.00
691429;    1.00;    2.60;   -4.70;    0.00;    0.40;   96.00; 1003.20;    8.00;    0.00
691430;    4.20;    6.50;    2.00;    0.00;    1.40;   89.00; 1006.70;    8.00;    0.00
691431;    2.80;    4.60;    2.10;    0.00;   13.80;   96.00;  995.70;    8.00;    0.00
691432;    1.40;    2.60;    0.50;    0.00;    1.00;   99.00;  999.00;    8.00;    0.00
691433;   -3.00;    0.80;   -4.60;    0.00;    0.00;   77.00; 1014.80;    5.60;    0.00
691434;   -8.40;   -4.60;   -9.80;    0.00;    0.00;   69.00; 1026.50;    1.80;    0.00
691435;   -5.90;   -2.20;  -13.20;    0.00;    0.00;   64.00; 1021.40;    5.80;    0.00
691436;   -3.30;   -1.30;   -8.00;    0.00;    0.00;   84.00; 1016.90;    5.00;    0.00
691437;    0.00;    2.50;   -7.40;    0.00;    1.70;   75.00; 1007.30;    5.80;    0.00
691438;    3.20;    4.10;    1.80;    0.00;    3.80;   81.00;  993.80;    7.80;    0.00
691439;    1.00;    3.30;    0.40;    0.00;    3.00;   92.00;  992.30;    6.20;    0.00
691440;    2.00;    4.70;    0.30;    0.00;    4.00;   92.00;  975.00;    7.00;    0.00
691441;    3.70;    5.60;    0.40;    0.00;    1.70;   89.00;  985.50;    7.00;    0.00
691442;    1.80;    4.80;    0.60;    0.00;    2.00;   84.00;  988.40;    7.20;    0.00
691443;    0.10;    1.40;   -2.10;    0.00;    4.50;   92.00;  995.20;    7.40;    0.00
691444;    4.40;    6.30;    0.20;    0.00;    5.90;   84.00;  991.60;    8.00;    0.00
691445;    6.80;    9.40;    4.00;    0.00;    0.00;   85.00; 1001.70;    6.40;    0.00
691446;    7.30;   12.70;    1.80;    0.00;    0.00;   71.00; 1005.20;    4.60;    0.00
691447;    4.20;   10.10;   -0.30;    0.00;    6.10;   82.00; 1007.60;    5.00;    0.00
691448;    3.20;    5.30;    1.10;    0.00;    4.00;   90.00; 1009.80;    7.80;    0.00
691449;    7.00;    8.00;    3.20;    0.00;   11.80;   98.00;  998.00;    8.00;    0.00
691450;    7.00;    7.70;    6.50;    0.00;    2.30;   98.00;  991.60;    8.00;    0.00
691451;    5.40;    8.80;    2.50;    0.00;    0.80;   79.00;  979.90;    7.00;    0.00
691452;    0.80;    5.50;   -1.60;    0.00;    9.40;   98.00;  971.00;    8.00;    0.00
691453;   -6.00;   -1.60;   -7.00;    0.00;    0.80;   92.00;  984.00;    6.40;    0.00
691454;   -4.20;   -0.90;  -10.10;    0.00;    0.00;   91.00;  985.60;    7.00;    0.00
691455;    2.20;    5.10;   -3.20;    0.00;    0.50;   89.00;  978.40;    6.60;    0.00
691456;    3.10;    6.70;    1.20;    0.00;    0.00;   69.00;  988.90;    5.40;    0.00
691457;    6.50;   10.30;    2.20;    0.00;    0.00;   65.00;  991.60;    5.80;    0.00
691458;    7.70;   14.30;    4.00;    0.00;    2.50;   65.00;  995.40;    6.20;    0.00
691459;    4.50;    6.80;    0.30;    0.00;    2.50;   73.00; 1006.90;    7.20;    0.00
691460;    7.20;   10.10;    4.40;    0.00;    2.00;   86.00;  995.50;    7.80;    0.00
691461;    0.90;    6.40;   -0.60;    0.00;    0.70;   79.00; 1004.30;    7.40;    0.00
691462;   -0.10;    4.70;   -4.70;    0.00;    0.10;   65.00; 1016.10;    3.80;    0.00
691463;    5.50;    7.80;   -0.20;    0.00;    1.80;   80.00; 1001.00;    8.00;    0.00
691464;    3.00;    6.10;    2.50;    0.00;    0.60;   85.00; 1000.90;    8.00;    0.00
691465;    4.00;    6.10;   -1.10;    0.00;    3.60;   90.00; 1005.50;    8.00;    0.00
691466;    4.60;    7.90;    1.80;    0.00;    0.70;   72.00;  998.40;    5.60;    0.00
691467;    3.60;    6.50;    1.20;    0.00;    1.00;   73.00; 1006.50;    6.60;    0.00
691468;    3.90;    7.50;    0.70;    0.00;    2.40;   78.00;  993.90;    6.20;    0.00
691469;    2.10;    4.90;    0.00;    0.00;    0.00;   62.00; 1007.30;    5.60;    0.00
691470;    8.20;   13.70;    1.60;    0.00;    0.00;   53.00; 1001.00;    3.20;    0.00
691471;   11.00;   18.20;    4.80;    0.00;    0.20;   45.00;  993.60;    1.80;    0.00
691472;    9.10;   11.70;    6.60;    0.00;    3.10;   96.00;  995.70;    8.00;    0.00
691473;   10.10;   13.10;    8.60;    0.00;    0.10;   72.00;  997.00;    5.80;    0.00
691474;    9.80;   12.60;    7.10;    0.00;    1.20;   60.00;  991.80;    6.60;    0.00
691475;    1.60;    9.80;   -0.20;    0.00;    3.60;   77.00;  988.60;    7.20;    0.00
691476;   -0.30;    2.50;   -1.70;    0.00;    0.40;   77.00;  994.50;    7.00;    0.00
691477;    0.00;    3.40;   -1.40;    0.00;    0.70;   64.00; 1008.20;    4.20;    0.00
691478;    0.40;    2.30;   -2.80;    0.00;    1.40;   89.00; 1010.60;    8.00;    0.00
691479;    3.20;    5.60;    0.70;    0.00;    0.10;   90.00; 1012.60;    7.20;    0.00
691480;    4.50;    8.70;    0.20;    0.00;    0.00;   86.00; 1014.10;    7.20;    0.00
691481;    7.80;   13.60;    1.90;    0.00;    0.00;   69.00; 1011.70;    1.80;    0.00
691482;    6.90;   14.50;    2.20;    0.00;    0.00;   74.00; 1013.60;    0.80;    0.00
691483;    2.40;    7.70;   -1.40;    0.00;    0.00;   64.00; 1019.20;    0.20;    0.00
691484;    0.60;    6.90;   -3.10;    0.00;    0.00;   64.00; 1017.00;    2.60;    0.00
691485;    3.00;    9.70;   -4.70;    0.00;    0.00;   42.00; 1016.50;    1.40;    0.00
691486;    5.00;   12.60;   -2.20;    0.00;    0.00;   44.00; 1011.60;    1.60;    0.00
691487;    7.30;   13.90;    0.00;    0.00;    0.00;   52.00; 1004.60;    0.20;    0.00
691488;    2.60;    7.70;    0.60;    0.00;    0.00;   93.00; 1002.90;    7.20;    0.00
691489;    7.50;   15.40;    0.00;    0.00;    0.00;   59.00; 1001.10;    4.80;    0.00
691490;    9.60;   17.20;    2.50;    0.00;    0.00;   50.00; 1005.90;    3.00;    0.00
691491;   12.10;   20.20;    2.50;    0.00;    0.00;   44.00; 1008.40;    1.80;    0.00
691492;   10.20;   17.50;    3.90;    0.00;    0.00;   58.00; 1009.90;    0.80;    0.00
691493;    7.30;    9.80;    2.00;    0.00;    0.00;   81.00; 1010.40;    5.40;    0.00
691494;    6.50;   12.00;    0.90;    0.00;    0.00;   82.00; 1011.80;    4.00;    0.00
691495;    8.80;   16.80;    1.60;    0.00;    0.00;   60.00; 1014.60;    1.00;    0.00
691496;   11.60;   18.00;    4.90;    0.00;    0.00;   54.00; 1016.30;    0.80;    0.00
691497;    9.80;   17.70;    2.60;    0.00;    0.00;   65.00; 1017.30;    1.60;    0.00
691498;    9.10;   15.30;    2.30;    0.00;    0.00;   51.00; 1018.00;    2.40;    0.00
691499;   11.90;   17.80;    4.40;    0.00;    0.00;   44.00; 1012.10;    0.60;    0.00
691500;    6.50;   13.20;    4.20;    0.00;    0.00;   54.00; 1007.40;    0.20;    0.00
691501;    4.70;   10.00;   -2.20;    0.00;    0.00;   41.00; 1007.70;    1.40;    0.00
691502;    3.20;    8.50;    1.10;    0.00;    0.00;   46.00; 1005.00;    4.20;    0.00
691503;    4.20;    9.00;   -3.50;    0.00;    0.00;   59.00; 1011.10;    6.60;    0.00
691504;    8.90;   14.20;    3.50;    0.00;    0.00;   57.00; 1007.10;    4.00;    0.00
691505;    5.70;   11.50;    4.40;    0.00;    0.70;   78.00; 1004.20;    7.40;    0.00
691506;    3.30;    7.50;    1.40;    0.00;    0.00;   43.00; 1010.70;    4.00;    0.00
691507;    4.60;   10.70;   -2.40;    0.00;    0.00;   31.00; 1014.20;    1.00;    0.00
691508;   10.30;   17.30;   -1.90;    0.00;    0.00;   33.00; 1007.80;    4.20;    0.00
691509;   12.50;   17.80;    8.10;    0.00;    0.00;   38.00; 1006.00;    5.00;    0.00
691510;   13.30;   19.70;    6.10;    0.00;    0.00;   47.00; 1004.60;    1.80;    0.00
691511;    9.70;   16.50;    3.60;    0.00;    0.00;   47.00; 1011.40;    1.80;    0.00
691512;    8.20;   15.70;    3.10;    0.00;    0.00;   43.00; 1013.00;    0.60;    0.00
691513;   11.60;   18.70;    1.50;    0.00;    0.00;   38.00; 1008.10;    3.00;    0.00
691514;    9.20;   15.20;    4.80;    0.00;    0.00;   55.00; 1006.10;    0.80;    0.00
691515;   14.10;   22.20;    3.00;    0.00;    0.00;   44.00; 1000.70;    1.80;    0.00
691516;    6.30;   14.30;    5.40;    0.00;    0.00;   86.00;  999.00;    5.60;    0.00
691517;    6.40;    9.30;    4.00;    0.00;    0.00;   73.00; 1000.20;    7.20;    0.00
691518;    7.60;   12.20;    4.60;    0.00;    0.00;   62.00; 1001.30;    5.00;    0.00
691519;    8.90;   15.40;    3.50;    0.00;    0.30;   53.00;  996.80;    3.80;    0.00
691520;    7.20;   12.20;    4.50;    0.00;    0.80;   65.00; 1002.10;    5.00;    0.00
691521;    5.90;    9.20;    2.60;    0.00;    3.20;   86.00; 1006.00;    6.40;    0.00
691522;    8.60;   12.40;    4.50;    0.00;    4.40;   85.00; 1006.40;    7.80;    0.00
691523;    7.00;   11.20;    4.10;    0.00;    4.00;   75.00; 1012.80;    6.20;    0.00
691524;    6.10;   10.70;    2.60;    0.00;    0.10;   61.00; 1017.40;    6.40;    0.00
691525;    5.10;    9.10;    1.60;    0.00;    1.10;   59.00; 1013.50;    6.60;    0.00
691526;    6.60;   10.20;    2.50;    0.00;    2.20;   81.00; 1008.40;    7.00;    0.00
691527;   14.60;   18.90;    7.00;    0.00;    0.00;   52.00; 1010.80;    3.80;    0.00
691528;   13.60;   20.00;    7.30;    0.00;    0.00;   42.00; 1013.30;    0.20;    0.00
691529;   13.70;   21.10;    6.40;    0.00;    0.00;   40.00; 1010.70;    1.00;    0.00
691530;   11.00;   18.20;    5.00;    0.00;    0.00;   55.00; 1009.00;    1.60;    0.00
691531;   12.70;   19.10;    3.30;    0.00;    0.00;   54.00; 1007.00;    3.20;    0.00
691532;   15.40;   20.70;    8.50;    0.00;    0.00;   50.00; 1006.80;    6.20;    0.00
691533;   15.80;   21.60;    8.10;    0.00;    0.00;   44.00; 1009.70;    1.40;    0.00
691534;   17.30;   24.70;    9.50;    0.00;    0.00;   49.00; 1000.50;    2.40;    0.00
691535;   17.40;   24.70;    8.20;    0.00;    0.00;   37.00;  999.80;    1.40;    0.00
691536;   17.90;   23.70;   12.00;    0.00;    0.00;   62.00;  994.80;    5.80;    0.00
691537;   17.50;   23.50;   12.70;    0.00;    0.00;   74.00;  995.00;    5.60;    0.00
691538;   16.40;   21.40;   11.20;    0.00;    0.00;   78.00;  998.00;    7.40;    0.00
691539;   13.00;   17.50;   10.90;    0.00;    0.00;   80.00;  998.70;    7.20;    0.00
691540;   12.20;   18.20;    9.70;    0.00;    0.00;   74.00; 1000.60;    4.00;    0.00
691541;   18.20;   25.20;    6.50;    0.00;    0.00;   63.00; 1000.90;    1.60;    0.00
691542;   22.40;   30.40;   13.00;    0.00;    0.00;   47.00; 1000.00;    1.40;    0.00
691543;   19.20;   28.10;   14.50;    0.00;    0.00;   61.00;  994.70;    6.40;    0.00
691544;   13.90;   19.40;   10.60;    0.00;    0.30;   66.00; 1002.00;    5.40;    0.00
691545;   11.80;   15.90;   10.60;    0.00;    0.10;   76.00; 1002.00;    7.00;    0.00
691546;   10.90;   13.50;    7.90;    0.00;    0.70;   78.00; 1002.30;    7.40;    0.00
691547;   10.00;   16.10;    8.90;    0.00;    0.00;   84.00; 1003.60;    6.20;    0.00
691548;   11.60;   16.40;    5.20;    0.00;    0.10;   81.00; 1000.70;    7.80;    0.00
691549;   10.00;   13.50;    6.60;    0.00;    0.00;   51.00; 1000.00;    7.20;    0.00
691550;   10.20;   15.40;    5.70;    0.00;    0.00;   49.00;  998.40;    3.80;    0.00
691551;    9.50;   15.40;    5.00;    0.00;    0.00;   66.00; 1000.50;    3.80;    0.00
691552;   13.00;   17.50;    5.60;    0.00;    0.00;   54.00; 1001.50;    4.20;    0.00
691553;   15.20;   21.80;    8.40;    0.00;    0.00;   45.00; 1001.30;    4.20;    0.00
691554;   16.40;   23.30;    9.10;    0.00;    0.00;   46.00; 1006.50;    3.80;    0.00
691555;   14.60;   20.00;    7.60;    0.00;    0.00;   60.00; 1008.50;    5.60;    0.00
691556;   17.00;   21.70;   11.00;    0.00;    0.00;   46.00; 1010.10;    3.40;    0.00
691557;   16.50;   23.40;    7.00;    0.00;    0.00;   37.00; 1011.90;    0.80;    0.00
691558;   17.50;   23.90;    4.60;    0.00;    0.00;   42.00; 1010.40;    2.60;    0.00
691559;   16.90;   22.40;    9.80;    0.00;    0.00;   45.00; 1008.60;    1.60;    0.00
691560;   11.60;   21.90;    9.70;    0.00;    8.90;   84.00; 1006.90;    6.40;    0.00
691561;   11.50;   12.70;    9.40;    0.00;    3.10;   89.00; 1005.10;    7.80;    0.00
691562;   13.50;   17.90;   10.10;    0.00;    6.20;   86.00; 1005.00;    5.60;    0.00
691563;   16.10;   21.70;    9.20;    0.00;    0.00;   70.00; 1005.30;    3.80;    0.00
691564;   19.10;   25.20;   11.10;    0.00;    0.00;   53.00; 1003.30;    2.20;    0.00
691565;   20.00;   26.30;   11.80;    0.00;    0.00;   45.00; 1004.30;    1.80;    0.00
691566;   18.50;   26.10;   10.10;    0.00;    0.00;   51.00; 1007.40;    1.00;    0.00
691567;   21.40;   27.60;   12.60;    0.00;    0.00;   50.00; 1012.00;    1.40;    0.00
691568;   21.30;   26.40;   12.40;    0.00;    0.00;   50.00; 1008.20;    0.60;    0.00
691569;   22.20;   28.20;   13.80;    0.00;    1.40;   52.00; 1000.80;    0.80;    0.00
691570;   16.00;   22.80;   14.50;    0.00;    0.00;   58.00;  992.10;    6.60;    0.00
691571;   13.70;   16.80;    7.20;    0.00;    0.00;   60.00;  995.90;    7.00;    0.00
691572;   14.80;   19.20;   10.20;    0.00;    0.00;   53.00;  995.20;    4.80;    0.00
691573;   17.60;   23.30;    9.70;    0.00;    3.50;   62.00;  987.10;    7.80;    0.00
691574;   16.80;   21.00;   14.30;    0.00;    0.40;   65.00;  986.90;    3.00;    0.00
691575;   13.80;   18.40;   10.50;    0.00;    2.80;   74.00;  995.50;    4.20;    0.00
691576;   12.20;   19.50;   10.50;    0.00;    7.30;   86.00; 1001.20;    6.60;    0.00
691577;   16.20;   20.30;    8.90;    0.00;    0.00;   68.00; 1002.00;    7.20;    0.00
691578;   21.20;   30.50;   15.60;    0.00;    2.60;   67.00; 1000.20;    4.00;    0.00
691579;   19.20;   24.80;   15.60;    0.00;    0.00;   75.00; 1002.70;    5.40;    0.00
691580;   17.50;   22.90;   11.50;    0.00;    0.00;   67.00; 1007.60;    5.00;    0.00
691581;   15.30;   17.20;   12.60;    0.00;    0.00;   76.00; 1008.00;    8.00;    0.00
691582;   18.10;   24.10;    9.80;    0.00;    0.00;   71.00; 1007.10;    2.40;    0.00
691583;   19.70;   27.00;   12.50;    0.00;    0.00;   50.00; 1006.20;    1.40;    0.00
691584;   16.80;   23.40;    8.10;    0.00;    0.00;   55.00; 1006.80;    0.80;    0.00
691585;   16.60;   23.20;    9.00;    0.00;    0.00;   45.00; 1003.00;    1.00;    0.00
691586;   20.00;   26.80;   10.40;    0.00;    0.00;   41.00; 1003.40;    2.20;    0.00
691587;   22.20;   29.10;   12.30;    0.00;    0.00;   41.00; 1005.00;    2.40;    0.00
691588;   24.40;   31.30;   15.90;    0.00;    0.00;   36.00; 1002.40;    0.80;    0.00
691589;   24.40;   32.10;   14.80;    0.00;    0.00;   42.00; 1000.80;    3.20;    0.00
691590;   22.20;   27.80;   17.40;    0.00;    0.00;   63.00; 1002.80;    7.80;    0.00
691591;   19.60;   27.50;   15.60;    0.00;    2.10;   86.00;  997.20;    6.40;    0.00
691592;   20.00;   27.10;   16.10;    0.00;    0.50;   72.00;  993.30;    5.00;    0.00
691593;   18.30;   24.00;   14.80;    0.00;    0.70;   65.00;  990.70;    3.40;    0.00
691594;   17.70;   24.20;   12.30;    0.00;    0.00;   68.00;  992.50;    2.40;    0.00
691595;   16.20;   22.90;   13.60;    0.00;    0.00;   59.00;  998.30;    4.00;    0.00
691596;   16.20;   20.00;   10.40;    0.00;    0.00;   60.00; 1000.90;    3.80;    0.00
691597;   15.60;   21.40;   11.30;    0.00;    0.20;   67.00;  996.40;    7.40;    0.00
691598;   13.50;   19.20;   11.20;    0.00;    1.20;   72.00;  993.30;    5.40;    0.00
691599;   15.40;   22.10;   11.50;    0.00;    0.50;   80.00;  997.30;    6.40;    0.00
691600;   23.40;   30.40;   12.70;    0.00;    0.00;   46.00;  995.50;    4.20;    0.00
691601;   21.70;   31.10;   17.20;    0.00;    1.40;   59.00;  997.10;    4.60;    0.00
691602;   18.80;   23.70;   15.60;    0.00;   10.20;   83.00;  999.30;    7.20;    0.00
691603;   16.00;   20.70;   11.80;    0.00;    0.00;   66.00; 1007.50;    4.80;    0.00
691604;   19.20;   23.80;    9.80;    0.00;    0.40;   48.00; 1004.60;    7.20;    0.00
691605;   19.40;   25.10;   16.30;    0.00;    0.20;   65.00;  998.80;    5.80;    0.00
691606;   19.60;   25.00;   12.60;    0.00;    0.00;   55.00; 1000.70;    5.80;    0.00
691607;   17.80;   21.50;   14.40;    0.00;    2.40;   85.00; 1002.50;    7.40;    0.00
691608;   17.90;   21.00;   15.20;    0.00;    0.90;   75.00; 1006.80;    7.40;    0.00
691609;   15.20;   19.20;   13.10;    0.00;   34.20;   79.00; 1001.80;    8.00;    0.00
691610;   13.10;   16.40;   10.60;    0.00;    0.20;   88.00;  993.80;    7.40;    0.00
691611;   13.40;   16.80;   11.50;    0.00;   12.70;   90.00;  994.70;    6.40;    0.00
691612;   12.90;   17.10;    9.10;    0.00;    1.20;   81.00;  998.00;    3.80;    0.00
691613;   15.50;   20.60;   10.30;    0.00;    0.00;   64.00; 1001.20;    3.20;    0.00
691614;   17.80;   22.60;   12.10;    0.00;    0.00;   63.00; 1003.50;    4.20;    0.00
691615;   21.50;   28.50;   12.80;    0.00;    1.80;   53.00; 1000.10;    1.00;    0.00
691616;   17.30;   23.00;   15.60;    0.00;    0.00;   71.00;  998.20;    5.60;    0.00
691617;   14.70;   20.70;   12.30;    0.00;    0.10;   78.00; 1002.50;    5.40;    0.00
691618;   13.70;   19.70;    8.20;    0.00;    0.00;   64.00; 1009.30;    3.20;    0.00
691619;   16.50;   22.60;    9.60;    0.00;    0.00;   52.00; 1012.30;    2.40;    0.00
691620;   15.40;   21.10;    9.50;    0.00;    0.00;   72.00; 1010.40;    3.20;    0.00
691621;   18.30;   24.40;   12.70;    0.00;    0.00;   62.00; 1009.20;    3.80;    0.00
691622;   20.10;   26.30;   13.00;    0.00;    0.00;   59.00; 1007.80;    0.80;    0.00
691623;   21.40;   27.90;   13.80;    0.00;    0.00;   63.00; 1006.10;    2.60;    0.00
691624;   17.70;   22.80;   14.20;    0.00;   12.30;   88.00; 1004.20;    6.40;    0.00
691625;   15.40;   18.80;   13.80;    0.00;    0.00;   84.00; 1007.40;    5.60;    0.00
691626;   15.20;   19.60;   12.30;    0.00;    0.00;   88.00; 1010.00;    5.00;    0.00
691627;   20.30;   26.60;   12.70;    0.00;    0.00;   71.00; 1005.80;    4.60;    0.00
691628;   19.40;   25.00;   16.30;    0.00;    0.00;   72.00; 1005.60;    1.60;    0.00
691629;   19.80;   27.10;   12.80;    0.00;    0.00;   57.00; 1009.20;    0.60;    0.00
691630;   24.60;   33.00;   12.10;    0.00;    0.00;   47.00; 1004.20;    0.80;    0.00
691631;   24.00;   30.70;   18.10;    0.00;    0.00;   61.00; 1003.20;    4.20;    0.00
691632;   24.70;   31.10;   17.10;    0.00;    2.70;   61.00; 1000.40;    2.60;    0.00
691633;   20.70;   27.60;   18.10;    0.00;    7.60;   75.00; 1001.80;    5.40;    0.00
691634;   19.40;   25.60;   16.50;    0.00;    1.20;   69.00; 1004.90;    7.40;    0.00
691635;   16.20;   23.10;   13.60;    0.00;    0.00;   76.00; 1001.50;    4.20;    0.00
691636;   14.50;   19.20;   12.10;    0.00;    0.00;   69.00; 1003.50;    2.60;    0.00
691637;   12.60;   16.80;   10.60;    0.00;    1.50;   81.00; 1001.00;    7.20;    0.00
691638;   12.00;   16.50;    9.80;    0.00;    2.90;   86.00;  999.60;    6.20;    0.00
691639;   12.30;   19.60;    8.90;    0.00;    2.10;   82.00; 1005.70;    5.00;    0.00
691640;   13.60;   17.00;    9.50;    0.00;    0.00;   78.00; 1007.40;    6.20;    0.00
691641;   14.50;   18.80;   12.90;    0.00;    2.00;   71.00;  998.70;    5.80;    0.00
691642;   11.00;   16.00;    8.40;    0.00;    1.20;   84.00;  994.20;    5.40;    0.00
691643;    9.90;   17.10;    4.10;    0.00;    0.00;   70.00; 1002.10;    1.80;    0.00
691644;    8.60;   10.80;    6.30;    0.00;    6.00;   90.00; 1000.00;    5.00;    0.00
691645;   10.60;   15.80;    4.20;    0.00;    0.10;   79.00; 1006.50;    7.00;    0.00
691646;   13.20;   16.00;   10.20;    0.00;    0.00;   83.00; 1006.00;    5.40;    0.00
691647;   12.60;   16.70;   10.30;    0.00;    0.00;   78.00; 1005.50;    4.80;    0.00
691648;   15.60;   21.80;    7.00;    0.00;    0.00;   73.00;  998.10;    4.20;    0.00
691649;   16.80;   20.20;   13.60;    0.00;   11.10;   86.00;  995.00;    7.20;    0.00
691650;   15.40;   20.50;   12.80;    0.00;    0.80;   84.00;  994.20;    5.00;    0.00
691651;   11.00;   15.90;    8.60;    0.00;    4.50;   85.00;  991.10;    4.20;    0.00
691652;    9.30;   15.30;    7.10;    0.00;    1.20;   79.00;  999.00;    4.00;    0.00
691653;    9.00;   15.50;    3.10;    0.00;    0.00;   70.00; 1011.60;    0.20;    0.00
691654;   11.50;   17.30;    5.40;    0.00;    0.00;   65.00; 1014.60;    3.20;    0.00
691655;   12.80;   21.20;    5.50;    0.00;    0.00;   62.00; 1007.40;    1.80;    0.00
691656;   12.20;   17.90;   10.30;    0.00;    0.80;   70.00; 1005.50;    4.20;    0.00
691657;   13.20;   19.50;    6.80;    0.00;    0.00;   85.00; 1009.70;    4.20;    0.00
691658;   17.60;   23.70;   10.90;    0.00;    0.00;   71.00;  999.70;    4.60;    0.00
691659;   15.70;   24.50;   11.50;    0.00;    0.80;   75.00;  987.40;    6.20;    0.00
691660;   12.00;   15.60;    7.30;    0.00;    0.00;   79.00;  994.90;    7.00;    0.00
691661;   16.80;   21.60;    9.60;    0.00;    0.00;   58.00;  994.40;    4.80;    0.00
691662;   17.80;   22.00;   13.50;    0.00;    0.00;   58.00;  989.20;    6.60;    0.00
691663;   15.90;   21.10;   13.70;    0.00;    1.10;   51.00;  991.00;    5.40;    0.00
691664;   11.60;   16.90;    8.80;    0.00;    0.00;   71.00;  992.60;    4.00;    0.00
691665;   10.30;   14.10;    6.60;    0.00;    0.00;   74.00;  996.70;    7.20;    0.00
691666;   10.10;   13.90;    8.40;    0.00;    0.00;   63.00;  997.90;    5.00;    0.00
691667;    9.90;   15.60;    5.40;    0.00;    0.60;   69.00;  999.90;    6.20;    0.00
691668;    7.40;   13.40;    3.70;    0.00;    1.70;   67.00; 1003.00;    4.60;    0.00
691669;   11.60;   14.60;    5.70;    0.00;    3.40;   82.00;  998.60;    7.80;    0.00
691670;   11.40;   15.30;    9.70;    0.00;    1.30;   87.00;  996.00;    5.80;    0.00
691671;   15.40;   20.10;    7.10;    0.00;    1.20;   69.00;  994.50;    7.40;    0.00
691672;   17.00;   24.10;   13.60;    0.00;    0.80;   69.00;  991.10;    5.00;    0.00
691673;   13.40;   16.10;   12.50;    0.00;   13.60;   97.00;  991.30;    8.00;    0.00
691674;   11.80;   16.70;    9.10;    0.00;    1.80;   87.00;  995.40;    4.80;    0.00
691675;   11.00;   17.50;    7.20;    0.00;    0.00;   73.00;  986.50;    3.20;    0.00
691676;    8.20;   12.30;    5.60;    0.00;    0.80;   87.00;  984.90;    5.40;    0.00
691677;   12.80;   16.80;    7.50;    0.00;    3.10;   81.00;  988.50;    5.60;    0.00
691678;   15.70;   20.20;   12.80;    0.00;    0.60;   82.00;  993.60;    7.20;    0.00
691679;   16.40;   20.90;   12.60;    0.00;    0.00;   78.00;  997.90;    5.00;    0.00
691680;   16.70;   22.30;   11.60;    0.00;    0.00;   79.00; 1000.00;    3.80;    0.00
691681;   17.90;   25.00;   11.70;    0.00;    0.00;   77.00;  999.90;    2.60;    0.00
691682;   14.30;   18.10;   12.10;    0.00;    0.00;   69.00; 1002.70;    6.40;    0.00
691683;   13.10;   18.30;    8.70;    0.00;    0.00;   73.00; 1008.40;    3.80;    0.00
691684;   11.70;   17.70;    9.50;    0.00;    1.60;   73.00; 1001.90;    6.60;    0.00
691685;    7.60;   10.70;    5.50;    0.00;    0.00;   80.00; 1006.20;    3.20;    0.00
691686;    8.10;   10.20;    5.90;    0.00;    8.50;   88.00;  999.60;    8.00;    0.00
691687;   13.30;   14.60;    7.80;    0.00;   12.60;   97.00;  995.80;    8.00;    0.00
691688;   13.60;   14.30;   12.80;    0.00;    8.20;   96.00;  998.10;    8.00;    0.00
691689;   12.70;   15.80;   11.60;    0.00;    1.70;   75.00;  997.20;    7.00;    0.00
