1	-8.72
2	-8.87
3	-8.786
4	-8.51
5	-8.401
6	-8.73
7	-8.441
8	-8.025
9	-8.571
10	-8.597
11	-8.64
12	-8.585
13	-8.652
14	-8.615
15	-8.383
16	-8.301
17	-8.714
18	-8.646
19	-8.147
20	-8.672
21	-8.614
22	-8.879
23	-8.646
24	-8.583
25	-8.821
26	-8.663
27	-8.661
28	-8.762
29	-8.198
30	-8.888
31	-8.684
32	-8.556
33	-8.35
34	-8.929
35	-8.608
36	-8.783
37	-8.803
38	-8.986
39	-8.697
40	-8.516
41	-8.752
42	-8.986
43	-8.625
44	-8.92
45	-8.842
46	-8.91
47	-9.057
48	-8.938
49	-8.829
50	-8.916
51	-8.436
52	-8.714
53	-8.73
54	-9.284
55	-8.97
56	-9.169
57	-9.061
58	-9.13
59	-8.804
60	-8.996
61	-8.523
62	-9.056
63	-8.946
64	-8.959
65	-8.558
66	-9.143
67	-8.887
68	-8.932
69	-8.888
70	-8.968
71	-9.131
72	-9.198
73	-9.025
74	-9.2
75	-9.04
76	-8.817
77	-9.31
78	-9.492
79	-9.17
80	-9.318
81	-9.24
82	-9.212
83	-9.264
84	-9.46
85	-9.389
86	-9.33
87	-9.229
88	-8.813
89	-9.281
90	-9.295
91	-9.226
92	-8.848
93	-9.139
94	-9.293
95	-9.116
96	-9.1
97	-9.364
98	-9.114
99	-9.269
100	-9.415
101	-9.254
102	-9.306
103	-9.247
104	-9.28
105	-9.373
106	-9.276
107	-9.218
108	-9.486
109	-9.347
110	-9.287
111	-9.248
112	-9.106
113	-9.256
114	-9.359
115	-9.437
116	-9.493
117	-9.403
118	-9.485
119	-9.408
120	-9.498
121	-9.445
122	-9.674
123	-9.372
124	-9.617
125	-9.44
126	-9.543
127	-9.575
128	-9.579
129	-9.634
130	-9.555
131	-9.559
132	-9.625
133	-9.549
134	-9.861
135	-9.62
136	-9.489
137	-9.704
138	-9.85
139	-9.643
140	-9.762
141	-9.694
142	-9.88
143	-9.643
144	-9.561
145	-9.743
146	-9.953
147	-9.724
148	-9.785
149	-9.7
150	-9.734
151	-9.589
152	-9.67
153	-9.724
154	-9.698
155	-9.777
156	-9.626
157	-9.511
158	-9.48
159	-9.614
160	-9.765
161	-9.819
162	-10.019
163	-9.821
164	-9.718
165	-9.751
166	-9.892
167	-9.737
168	-9.73
169	-9.871
170	-10.077
171	-9.37
172	-9.939
173	-10.033
174	-10.059
175	-9.709
176	-10.002
177	-9.515
178	-10.066
179	-9.844
180	-9.795
181	-9.976
182	-9.977
183	-9.403
184	-10.125
185	-9.619
186	-9.918
187	-9.469
188	-9.85
189	-9.999
190	-10.175
191	-10.135
192	-10.228
193	-10.388
194	-10.234
195	-9.887
196	-10.097
197	-9.63
198	-10.358
199	-9.938
200	-10.338
201	-10.445
202	-9.857
203	-10.28
204	-10.313
205	-10.178
206	-10.343
207	-10.29
208	-9.776
209	-10.338
210	-10.259
211	-10.392
212	-10.143
213	-10.326
214	-10.446
215	-10.334
216	-10.45
217	-10.262
218	-10.23
219	-10.422
220	-10.439
221	-10.383
222	-10.483
223	-10.383
224	-10.366
225	-10.317
226	-10.382
227	-10.338
228	-10.419
229	-10.362
230	-10.444
231	-10.332
232	-10.387
233	-10.468
234	-10.261
235	-10.358
236	-10.408
237	-10.406
238	-10.44
239	-10.32
240	-10.25
241	-10.256
242	-10.361
243	-10.259
244	-10.262
245	-10.268
246	-10.342
247	-10.255
248	-10.42
249	-10.373
250	-10.346
251	-10.155
252	-10.377
253	-10.219
254	-10.617
255	-10.409
256	-10.444
257	-10.268
258	-10.322
259	-10.215
260	-10.313
261	-10.136
262	-10.342
263	-10.35
264	-10.51
265	-10.364
266	-10.35
267	-10.451
268	-10.454
269	-10.432
270	-10.505
271	-10.441
272	-10.396
273	-10.428
274	-10.517
275	-10.327
276	-10.508
277	-10.342
278	-10.345
279	-10.401
280	-10.553
281	-10.332
282	-10.39
283	-10.328
284	-10.248
285	-10.352
286	-10.426
287	-10.198
288	-10.37
289	-10.238
290	-10.24
291	-10.321
293	-10.384
294	-10.514
295	-10.301
296	-10.358
297	-10.277
298	-10.381
299	-10.233
300	-10.41
301	-10.333
302	-10.376
303	-10.334
304	-10.483
305	-10.4
306	-10.373
307	-10.129
308	-10.424
309	-10.242
310	-10.246
311	-10.388
312	-10.372
313	-10.43
314	-10.715
315	-10.435
316	-10.406
317	-10.209
318	-10.386
319	-10.403
320	-10.648
321	-10.332
322	-10.459
323	-10.455
324	-10.529
325	-10.362
326	-10.539
327	-10.402
328	-10.541
329	-10.316
330	-9.963
331	-10.484
332	-10.508
333	-10.313
334	-10.468
335	-10.377
336	-10.499
337	-10.426
338	-10.502
339	-10.35
340	-10.414
341	-10.506
342	-10.433
343	-10.295
344	-10.509
345	-10.351
346	-10.568
347	-10.275
348	-10.368
349	-10.322
350	-10.314
351	-10.278
352	-10.389
353	-10.272
354	-10.456
355	-10.265
356	-10.348
357	-10.358
358	-10.249
359	-10.315
360	-10.369
361	-10.391
362	-10.366
363	-10.289
364	-10.323
365	-10.159
366	-10.373
367	-10.359
368	-10.375
369	-10.115
370	-10.068
371	-10.13
372	-10.22
373	-10.197
374	-10.053
375	-10.095
376	-10.068
377	-10.134
378	-10.362
379	-9.938
380	-9.92
381	-9.874
382	-9.993
383	-9.762
384	-9.943
385	-9.799
386	-9.773
387	-9.71
388	-9.588
389	-9.593
390	-9.885
391	-9.853
392	-9.984
393	-9.871
394	-9.966
395	-9.732
396	-9.836
397	-9.699
398	-9.816
399	-9.615
400	-9.67
401	-9.656
402	-9.827
403	-9.605
404	-9.564
405	-9.571
406	-9.575
407	-9.441
408	-9.677
409	-9.477
410	-9.773
411	-9.437
412	-9.373
413	-9.378
414	-9.426
415	-9.352
416	-9.488
417	-9.307
418	-9.503
419	-9.266
420	-9.165
421	-8.895
422	-9.128
423	-8.595
424	-8.498
425	-8.391
426	-8.595
427	-8.332
428	-8.293
429	-8.121
430	-8.252
431	-8.005
432	-8.068
433	-7.974
434	-8.095
435	-7.974
436	-8.037
437	-8
438	-8.271
439	-7.902
440	-8.048
441	-7.901
442	-8.178
443	-8.016
444	-8.315
445	-7.966
446	-8.16
447	-8.056
448	-8.14
449	-8.032
450	-8.155
451	-8.003
452	-7.842
453	-7.787
454	-8.212
455	-8.362
456	-8.5
457	-8.33
458	-8.556
459	-8.328
460	-8.631
461	-8.631
462	-8.746
463	-8.52
464	-8.854
465	-8.699
466	-8.855
467	-8.824
468	-8.86
469	-8.813
470	-9.117
471	-8.948
472	-9.119
473	-8.868
474	-9.106
475	-9.182
476	-9.495
477	-9.268
478	-9.627
479	-9.53
480	-9.697
481	-9.577
482	-9.681
483	-9.42
484	-9.597
485	-9.571
486	-9.55
487	-9.418
488	-9.566
489	-9.171
