5.0	232.0	4.5
14.0	825.8	14.0
28.0	1047.1	32.8
63.0	2516.4	20.8
84.0	3052.5	30.1
100.0	3411.0	31.4
120.0	3646.3	20.0
144.0	4019.3	24.0
170.0	4753.4	24.7
193.0	5692.5	33.6
214.0	6487.3	25.0
220.0	7653.7	49.4
250.0	8190.9	30.2
280.0	8511.2	36.1
300.0	8696.4	34.1
325.0	9409.0	15.5
350.0	9568.8	65.6
375.0	10399.0	17.0
405.0	11358.0	25.0
424.0	11474.3	48.1
450.0	12027.5	52.7
461.0	12417.3	29.4
472.0	12671.1	36.8
485.0	12820.0	96.0
